id,cliente_id,cierre_caja_id,numero_pedido,fecha_pedido,hora_entrega,estado,total,origen_pedido,notas,mes,mes_nombre,dia_semana,semana,semana_anio,es_fin_semana,trimestre,es_fecha_especial,es_cancelado,es_entregado,hora_entrega_num,monto_pagado,n_pagos,metodo_pago_prin,estado_pago_fin,riesgo_cobro,es_pago_digital,n_items,n_productos_dist,subtotal_det,canal_cliente,tipo_cliente,antiguedad_cliente,diferencia_pago,ticket_por_item,total_norm,monto_pagado_norm,diferencia_pago_norm,ticket_por_item_norm,n_items_norm,n_productos_dist_norm,hora_entrega_num_norm,antiguedad_cliente_norm,subtotal_det_norm,estado_cod,origen_cod,metodo_pago_cod,estado_pago_cod,tipo_cliente_cod,canal_cliente_cod
218,13,103,PED-20240429-218,2025-04-29,07:00:00,desconocido,35000,whatsapp,,4,Apr,1,18,18,0,2,0,0,0,7,35000.0,1,efectivo,confirmado,0.0,0.0,1,1,35000,whatsapp,individual,345,0.0,35000.0,0.206557,0.224359,0.0,0.649485,0.0,0.0,0.0,0.321429,0.206557,1,2,2,0,1,2
219,12,104,PED-20240430-219,2025-04-30,07:30:00,entregado,78000,whatsapp,Llamar antes,4,Apr,2,18,18,0,2,0,0,1,7,78000.0,1,transferencia,confirmado,0.0,1.0,3,1,78000,whatsapp,individual,353,0.0,26000.0,0.488525,0.5,0.0,0.463918,0.2,0.0,0.0,0.607143,0.488525,2,2,4,0,1,2
220,23,104,PED-20240430-220,2025-04-30,07:30:00,entregado,99000,whatsapp,Para regalo,4,Apr,2,18,18,0,2,0,0,1,7,99000.0,1,transferencia,pendiente,1.0,1.0,3,1,99000,whatsapp,empresa,355,0.0,33000.0,0.62623,0.634615,0.0,0.608247,0.2,0.0,0.0,0.678571,0.62623,2,2,4,1,0,2
221,24,104,PED-20240430-221,2025-04-30,09:00:00,desconocido,51000,whatsapp,,4,Apr,2,18,18,0,2,0,0,0,9,51000.0,1,transferencia,confirmado,0.0,1.0,3,2,51000,whatsapp,empresa,364,0.0,17000.0,0.311475,0.326923,0.0,0.278351,0.2,0.333333,0.5,1.0,0.311475,1,2,4,0,0,2
222,1,105,PED-20240501-222,2025-05-01,11:30:00,entregado,35000,otro,Para regalo,5,May,3,18,18,0,2,0,0,1,11,35000.0,1,nequi,confirmado,0.0,1.0,1,1,35000,whatsapp,individual,360,0.0,35000.0,0.206557,0.224359,0.0,0.649485,0.0,0.0,1.0,0.857143,0.206557,2,1,3,0,1,2
223,16,105,PED-20240501-223,2025-05-01,08:30:00,entregado,40000,whatsapp,Entregar en portería,5,May,3,18,18,0,2,0,0,1,8,40000.0,1,transferencia,rechazado,1.0,1.0,1,1,40000,otro,individual,355,0.0,40000.0,0.239344,0.25641,0.0,0.752577,0.0,0.0,0.25,0.678571,0.239344,2,2,4,2,1,0
224,2,105,PED-20240501-224,2025-05-01,11:00:00,entregado,40000,whatsapp,Llamar antes,5,May,3,18,18,0,2,0,0,1,11,40000.0,1,transferencia,confirmado,0.0,1.0,3,2,40000,otro,individual,362,0.0,13333.33,0.239344,0.25641,0.0,0.202749,0.2,0.333333,1.0,0.928571,0.239344,2,2,4,0,1,0
225,1,105,PED-20240501-225,2025-05-01,08:30:00,entregado,44500,whatsapp,Decorar la caja,5,May,3,18,18,0,2,0,0,1,8,44500.0,1,efectivo,confirmado,0.0,0.0,6,3,44500,whatsapp,individual,360,0.0,7416.67,0.268852,0.285256,0.0,0.080756,0.5,0.666667,0.25,0.857143,0.268852,2,2,2,0,1,2
226,1,105,PED-20240501-226,2025-05-01,10:30:00,entregado,56000,whatsapp,Llamar antes,5,May,3,18,18,0,2,0,0,1,10,56000.0,1,transferencia,confirmado,0.0,1.0,2,1,56000,whatsapp,individual,360,0.0,28000.0,0.344262,0.358974,0.0,0.505155,0.1,0.0,0.75,0.857143,0.344262,2,2,4,0,1,2
227,20,106,PED-20240502-227,2025-05-02,08:00:00,entregado,84000,whatsapp,,5,May,4,18,18,0,2,0,0,1,8,84000.0,1,nequi,confirmado,0.0,1.0,3,1,84000,whatsapp,individual,340,0.0,28000.0,0.527869,0.538462,0.0,0.505155,0.2,0.0,0.25,0.142857,0.527869,2,2,3,0,1,2
228,12,106,PED-20240502-228,2025-05-02,10:00:00,entregado,28500,whatsapp,Con tarjeta feliz cumpleaños,5,May,4,18,18,0,2,0,0,1,10,28500.0,1,transferencia,confirmado,0.0,1.0,5,3,28500,whatsapp,individual,353,0.0,5700.0,0.163934,0.182692,0.0,0.045361,0.4,0.666667,0.75,0.607143,0.163934,2,2,4,0,1,2
229,9,106,PED-20240502-229,2025-05-02,10:00:00,entregado,99000,whatsapp,Decorar la caja,5,May,4,18,18,0,2,0,0,1,10,99000.0,1,daviplata,pendiente,1.0,1.0,3,1,99000,whatsapp,individual,349,0.0,33000.0,0.62623,0.634615,0.0,0.608247,0.2,0.0,0.75,0.464286,0.62623,2,2,0,1,1,2
230,23,106,PED-20240502-230,2025-05-02,10:00:00,entregado,56000,whatsapp,Llamar antes,5,May,4,18,18,0,2,0,0,1,10,56000.0,1,transferencia,confirmado,0.0,1.0,2,1,56000,whatsapp,empresa,355,0.0,28000.0,0.344262,0.358974,0.0,0.505155,0.1,0.0,0.75,0.678571,0.344262,2,2,4,0,0,2
231,10,106,PED-20240502-231,2025-05-02,11:00:00,entregado,58000,whatsapp,,5,May,4,18,18,0,2,0,0,1,11,58000.0,1,daviplata,confirmado,0.0,1.0,7,4,58000,whatsapp,individual,345,0.0,8285.71,0.357377,0.371795,0.0,0.098674,0.6,1.0,1.0,0.321429,0.357377,2,2,0,0,1,2
232,18,107,PED-20240503-232,2025-05-03,09:30:00,entregado,56000,manual,Con tarjeta feliz cumpleaños,5,May,5,18,18,1,2,0,0,1,9,56000.0,1,nequi,confirmado,0.0,1.0,2,1,56000,whatsapp,individual,336,0.0,28000.0,0.344262,0.358974,0.0,0.505155,0.1,0.0,0.5,0.0,0.344262,2,0,3,0,1,2
233,6,107,PED-20240503-233,2025-05-03,07:00:00,entregado,37500,whatsapp,Con tarjeta feliz cumpleaños,5,May,5,18,18,1,2,0,0,1,7,37500.0,1,daviplata,confirmado,0.0,1.0,2,2,37500,presencial,individual,358,0.0,18750.0,0.222951,0.240385,0.0,0.314433,0.1,0.333333,0.0,0.785714,0.222951,2,2,0,0,1,1
234,16,107,PED-20240503-234,2025-05-03,09:30:00,entregado,28000,otro,Pago contra entrega,5,May,5,18,18,1,2,0,0,1,9,28000.0,1,transferencia,confirmado,0.0,1.0,1,1,28000,otro,individual,355,0.0,28000.0,0.160656,0.179487,0.0,0.505155,0.0,0.0,0.5,0.678571,0.160656,2,1,4,0,1,0
235,16,107,PED-20240503-235,2025-05-03,09:00:00,entregado,43000,whatsapp,Pago contra entrega,5,May,5,18,18,1,2,0,0,1,9,43000.0,1,nequi,confirmado,0.0,1.0,3,2,43000,otro,individual,355,0.0,14333.33,0.259016,0.275641,0.0,0.223368,0.2,0.333333,0.5,0.678571,0.259016,2,2,3,0,1,0
236,17,108,PED-20240504-236,2025-05-04,09:30:00,entregado,33000,whatsapp,Decorar la caja,5,May,6,18,18,1,2,0,0,1,9,33000.0,1,efectivo,pendiente,1.0,0.0,1,1,33000,whatsapp,individual,338,0.0,33000.0,0.193443,0.211538,0.0,0.608247,0.0,0.0,0.5,0.071429,0.193443,2,2,2,1,1,2
237,10,108,PED-20240504-237,2025-05-04,10:30:00,entregado,80000,whatsapp,,5,May,6,18,18,1,2,0,0,1,10,80000.0,1,transferencia,confirmado,0.0,1.0,2,1,80000,whatsapp,individual,345,0.0,40000.0,0.501639,0.512821,0.0,0.752577,0.1,0.0,0.75,0.321429,0.501639,2,2,4,0,1,2
238,15,108,PED-20240504-238,2025-05-04,11:30:00,entregado,35000,whatsapp,Decorar la caja,5,May,6,18,18,1,2,0,0,1,11,35000.0,1,nequi,confirmado,0.0,1.0,1,1,35000,whatsapp,individual,337,0.0,35000.0,0.206557,0.224359,0.0,0.649485,0.0,0.0,1.0,0.035714,0.206557,2,2,3,0,1,2
239,25,108,PED-20240504-239,2025-05-04,07:00:00,entregado,35000,whatsapp,Llamar antes,5,May,6,18,18,1,2,0,0,1,7,35000.0,1,transferencia,confirmado,0.0,1.0,1,1,35000,whatsapp,empresa,343,0.0,35000.0,0.206557,0.224359,0.0,0.649485,0.0,0.0,0.0,0.25,0.206557,2,2,4,0,0,2
240,12,108,PED-20240504-240,2025-05-04,09:00:00,entregado,28000,whatsapp,Llamar antes,5,May,6,18,18,1,2,0,0,1,9,28000.0,1,transferencia,confirmado,0.0,1.0,1,1,28000,whatsapp,individual,353,0.0,28000.0,0.160656,0.179487,0.0,0.505155,0.0,0.0,0.5,0.607143,0.160656,2,2,4,0,1,2
241,18,109,PED-20240506-241,2025-05-06,10:00:00,entregado,69500,whatsapp,,5,May,1,19,19,0,2,0,0,1,10,69500.0,1,transferencia,confirmado,0.0,1.0,9,4,69500,whatsapp,individual,336,0.0,7722.22,0.432787,0.445513,0.0,0.087056,0.8,1.0,0.75,0.0,0.432787,2,2,4,0,1,2
242,6,109,PED-20240506-242,2025-05-06,07:30:00,entregado,33000,whatsapp,Con tarjeta feliz cumpleaños,5,May,1,19,19,0,2,0,0,1,7,33000.0,1,nequi,confirmado,0.0,1.0,1,1,33000,presencial,individual,358,0.0,33000.0,0.193443,0.211538,0.0,0.608247,0.0,0.0,0.0,0.785714,0.193443,2,2,3,0,1,1
243,11,109,PED-20240506-243,2025-05-06,07:30:00,entregado,39000,whatsapp,Para regalo,5,May,1,19,19,0,2,0,0,1,7,39000.0,1,efectivo,confirmado,0.0,0.0,3,2,39000,whatsapp,individual,336,0.0,13000.0,0.232787,0.25,0.0,0.195876,0.2,0.333333,0.0,0.0,0.232787,2,2,2,0,1,2
244,6,109,PED-20240506-244,2025-05-06,09:00:00,entregado,84000,whatsapp,Pago contra entrega,5,May,1,19,19,0,2,0,0,1,9,84000.0,1,transferencia,confirmado,0.0,1.0,3,1,84000,presencial,individual,358,0.0,28000.0,0.527869,0.538462,0.0,0.505155,0.2,0.0,0.5,0.785714,0.527869,2,2,4,0,1,1
245,19,109,PED-20240506-245,2025-05-06,09:30:00,entregado,105000,whatsapp,Decorar la caja,5,May,1,19,19,0,2,0,0,1,9,105000.0,1,nequi,confirmado,0.0,1.0,3,1,105000,whatsapp,individual,337,0.0,35000.0,0.665574,0.673077,0.0,0.649485,0.2,0.0,0.5,0.035714,0.665574,2,2,3,0,1,2
246,23,109,PED-20240506-246,2025-05-06,08:00:00,entregado,7500,whatsapp,Decorar la caja,5,May,1,19,19,0,2,0,0,1,8,7500.0,1,efectivo,confirmado,0.0,0.0,1,1,7500,whatsapp,empresa,355,0.0,7500.0,0.02623,0.048077,0.0,0.082474,0.0,0.0,0.25,0.678571,0.02623,2,2,2,0,0,2
247,6,110,PED-20240507-247,2025-05-07,11:00:00,entregado,28000,whatsapp,,5,May,2,19,19,0,2,0,0,1,11,28000.0,1,nequi,pendiente,1.0,1.0,1,1,28000,presencial,individual,358,0.0,28000.0,0.160656,0.179487,0.0,0.505155,0.0,0.0,1.0,0.785714,0.160656,2,2,3,1,1,1
248,21,110,PED-20240507-248,2025-05-07,07:00:00,entregado,52000,manual,Pago contra entrega,5,May,2,19,19,0,2,0,0,1,7,52000.0,1,transferencia,confirmado,0.0,1.0,1,1,52000,presencial,empresa,351,0.0,52000.0,0.318033,0.333333,0.0,1.0,0.0,0.0,0.0,0.535714,0.318033,2,0,4,0,0,1
249,9,110,PED-20240507-249,2025-05-07,07:30:00,entregado,39500,whatsapp,,5,May,2,19,19,0,2,0,0,1,7,39500.0,1,transferencia,confirmado,0.0,1.0,5,4,39500,whatsapp,individual,349,0.0,7900.0,0.236066,0.253205,0.0,0.090722,0.4,1.0,0.0,0.464286,0.236066,2,2,4,0,1,2
250,12,110,PED-20240507-250,2025-05-07,11:30:00,entregado,32000,manual,Pago contra entrega,5,May,2,19,19,0,2,0,0,1,11,32000.0,1,nequi,confirmado,0.0,1.0,4,2,32000,whatsapp,individual,353,0.0,8000.0,0.186885,0.205128,0.0,0.092784,0.3,0.333333,1.0,0.607143,0.186885,2,0,3,0,1,2
251,11,110,PED-20240507-251,2025-05-07,09:30:00,entregado,84000,whatsapp,Pago contra entrega,5,May,2,19,19,0,2,0,0,1,9,84000.0,1,transferencia,confirmado,0.0,1.0,3,1,84000,whatsapp,individual,336,0.0,28000.0,0.527869,0.538462,0.0,0.505155,0.2,0.0,0.5,0.0,0.527869,2,2,4,0,1,2
252,12,110,PED-20240507-252,2025-05-07,09:00:00,entregado,80000,whatsapp,Llamar antes,5,May,2,19,19,0,2,0,0,1,9,80000.0,1,nequi,confirmado,0.0,1.0,2,1,80000,whatsapp,individual,353,0.0,40000.0,0.501639,0.512821,0.0,0.752577,0.1,0.0,0.5,0.607143,0.501639,2,2,3,0,1,2
253,16,110,PED-20240507-253,2025-05-07,11:30:00,desconocido,41000,whatsapp,Llamar antes,5,May,2,19,19,0,2,0,0,0,11,41000.0,1,efectivo,confirmado,0.0,0.0,3,2,41000,otro,individual,355,0.0,13666.67,0.245902,0.262821,0.0,0.209622,0.2,0.333333,1.0,0.678571,0.245902,1,2,2,0,1,0
254,16,111,PED-20240508-254,2025-05-08,10:00:00,entregado,84000,whatsapp,Para regalo,5,May,3,19,19,0,2,0,0,1,10,84000.0,1,nequi,confirmado,0.0,1.0,3,1,84000,otro,individual,355,0.0,28000.0,0.527869,0.538462,0.0,0.505155,0.2,0.0,0.75,0.678571,0.527869,2,2,3,0,1,0
255,18,111,PED-20240508-255,2025-05-08,11:00:00,entregado,80000,whatsapp,,5,May,3,19,19,0,2,0,0,1,11,80000.0,1,nequi,confirmado,0.0,1.0,2,1,80000,whatsapp,individual,336,0.0,40000.0,0.501639,0.512821,0.0,0.752577,0.1,0.0,1.0,0.0,0.501639,2,2,3,0,1,2
256,7,111,PED-20240508-256,2025-05-08,08:30:00,entregado,84000,whatsapp,Pago contra entrega,5,May,3,19,19,0,2,0,0,1,8,84000.0,1,nequi,confirmado,0.0,1.0,3,1,84000,otro,individual,350,0.0,28000.0,0.527869,0.538462,0.0,0.505155,0.2,0.0,0.25,0.5,0.527869,2,2,3,0,1,0
257,22,111,PED-20240508-257,2025-05-08,11:30:00,entregado,42000,whatsapp,Pago contra entrega,5,May,3,19,19,0,2,0,0,1,11,42000.0,1,transferencia,confirmado,0.0,1.0,5,2,42000,otro,empresa,360,0.0,8400.0,0.252459,0.269231,0.0,0.101031,0.4,0.333333,1.0,0.857143,0.252459,2,2,4,0,0,0
258,17,111,PED-20240508-258,2025-05-08,09:30:00,entregado,80000,whatsapp,Entregar en portería,5,May,3,19,19,0,2,0,0,1,9,80000.0,1,efectivo,confirmado,0.0,0.0,2,1,80000,whatsapp,individual,338,0.0,40000.0,0.501639,0.512821,0.0,0.752577,0.1,0.0,0.5,0.071429,0.501639,2,2,2,0,1,2
259,20,111,PED-20240508-259,2025-05-08,07:30:00,entregado,33000,whatsapp,,5,May,3,19,19,0,2,0,0,1,7,33000.0,1,transferencia,confirmado,0.0,1.0,4,2,33000,whatsapp,individual,340,0.0,8250.0,0.193443,0.211538,0.0,0.097938,0.3,0.333333,0.0,0.142857,0.193443,2,2,4,0,1,2
260,3,111,PED-20240508-260,2025-05-08,07:30:00,entregado,18000,whatsapp,Decorar la caja,5,May,3,19,19,0,2,0,0,1,7,18000.0,1,efectivo,confirmado,0.0,0.0,2,1,18000,otro,individual,358,0.0,9000.0,0.095082,0.115385,0.0,0.113402,0.1,0.0,0.0,0.785714,0.095082,2,2,2,0,1,0
261,24,111,PED-20240508-261,2025-05-08,10:00:00,entregado,44500,manual,Para regalo,5,May,3,19,19,0,2,0,0,1,10,44500.0,1,nequi,confirmado,0.0,1.0,7,3,44500,whatsapp,empresa,364,0.0,6357.14,0.268852,0.285256,0.0,0.05891,0.6,0.666667,0.75,1.0,0.268852,2,0,3,0,0,2
262,23,111,PED-20240508-262,2025-05-08,09:00:00,entregado,84000,otro,Con tarjeta feliz cumpleaños,5,May,3,19,19,0,2,0,0,1,9,84000.0,1,nequi,confirmado,0.0,1.0,3,1,84000,whatsapp,empresa,355,0.0,28000.0,0.527869,0.538462,0.0,0.505155,0.2,0.0,0.5,0.678571,0.527869,2,1,3,0,0,2
263,11,112,PED-20240509-263,2025-05-09,09:00:00,entregado,46000,whatsapp,Decorar la caja,5,May,4,19,19,0,2,0,0,1,9,46000.0,1,nequi,confirmado,0.0,1.0,3,2,46000,whatsapp,individual,336,0.0,15333.33,0.278689,0.294872,0.0,0.243986,0.2,0.333333,0.5,0.0,0.278689,2,2,3,0,1,2
264,1,112,PED-20240509-264,2025-05-09,09:00:00,entregado,66000,whatsapp,,5,May,4,19,19,0,2,0,0,1,9,66000.0,1,daviplata,confirmado,0.0,1.0,2,1,66000,whatsapp,individual,360,0.0,33000.0,0.409836,0.423077,0.0,0.608247,0.1,0.0,0.5,0.857143,0.409836,2,2,0,0,1,2
265,4,112,PED-20240509-265,2025-05-09,09:00:00,entregado,48000,whatsapp,Decorar la caja,5,May,4,19,19,0,2,0,0,1,9,48000.0,1,transferencia,confirmado,0.0,1.0,6,3,48000,whatsapp,individual,337,0.0,8000.0,0.291803,0.307692,0.0,0.092784,0.5,0.666667,0.5,0.035714,0.291803,2,2,4,0,1,2
266,16,112,PED-20240509-266,2025-05-09,09:00:00,entregado,52000,whatsapp,Con tarjeta feliz cumpleaños,5,May,4,19,19,0,2,0,0,1,9,52000.0,1,nequi,confirmado,0.0,1.0,2,1,52000,otro,individual,355,0.0,26000.0,0.318033,0.333333,0.0,0.463918,0.1,0.0,0.5,0.678571,0.318033,2,2,3,0,1,0
267,9,112,PED-20240509-267,2025-05-09,09:00:00,desconocido,52000,whatsapp,Pago contra entrega,5,May,4,19,19,0,2,0,0,0,9,52000.0,1,nequi,confirmado,0.0,1.0,1,1,52000,whatsapp,individual,349,0.0,52000.0,0.318033,0.333333,0.0,1.0,0.0,0.0,0.5,0.464286,0.318033,1,2,3,0,1,2
268,11,112,PED-20240509-268,2025-05-09,10:00:00,entregado,52000,whatsapp,,5,May,4,19,19,0,2,0,0,1,10,52000.0,1,transferencia,confirmado,0.0,1.0,2,1,52000,whatsapp,individual,336,0.0,26000.0,0.318033,0.333333,0.0,0.463918,0.1,0.0,0.75,0.0,0.318033,2,2,4,0,1,2
269,12,112,PED-20240509-269,2025-05-09,08:00:00,cancelado,7500,manual,Entregar en portería,5,May,4,19,19,0,2,0,1,0,8,0.0,0,desconocido,sin_pago,0.0,0.0,1,1,7500,whatsapp,individual,353,7500.0,7500.0,0.02623,0.0,0.0625,0.082474,0.0,0.0,0.25,0.607143,0.02623,0,0,1,3,1,2
270,15,113,PED-20240510-270,2025-05-10,08:30:00,entregado,55500,whatsapp,Entregar en portería,5,May,5,19,19,1,2,0,0,1,8,55500.0,1,nequi,rechazado,1.0,1.0,2,2,55500,whatsapp,individual,337,0.0,27750.0,0.340984,0.355769,0.0,0.5,0.1,0.333333,0.25,0.035714,0.340984,2,2,3,2,1,2
271,24,113,PED-20240510-271,2025-05-10,09:00:00,entregado,80000,whatsapp,,5,May,5,19,19,1,2,0,0,1,9,80000.0,1,daviplata,confirmado,0.0,1.0,2,1,80000,whatsapp,empresa,364,0.0,40000.0,0.501639,0.512821,0.0,0.752577,0.1,0.0,0.5,1.0,0.501639,2,2,0,0,0,2
272,20,113,PED-20240510-272,2025-05-10,09:00:00,entregado,35500,whatsapp,Con tarjeta feliz cumpleaños,5,May,5,19,19,1,2,0,0,1,9,35500.0,1,efectivo,confirmado,0.0,0.0,5,2,35500,whatsapp,individual,340,0.0,7100.0,0.209836,0.227564,0.0,0.074227,0.4,0.333333,0.5,0.142857,0.209836,2,2,2,0,1,2
273,23,113,PED-20240510-273,2025-05-10,11:00:00,entregado,50000,whatsapp,Entregar en portería,5,May,5,19,19,1,2,0,0,1,11,50000.0,1,nequi,confirmado,0.0,1.0,3,2,50000,whatsapp,empresa,355,0.0,16666.67,0.304918,0.320513,0.0,0.271478,0.2,0.333333,1.0,0.678571,0.304918,2,2,3,0,0,2
274,1,113,PED-20240510-274,2025-05-10,11:00:00,entregado,28000,whatsapp,Para regalo,5,May,5,19,19,1,2,0,0,1,11,28000.0,1,transferencia,confirmado,0.0,1.0,1,1,28000,whatsapp,individual,360,0.0,28000.0,0.160656,0.179487,0.0,0.505155,0.0,0.0,1.0,0.857143,0.160656,2,2,4,0,1,2
275,4,113,PED-20240510-275,2025-05-10,09:00:00,entregado,35000,whatsapp,Para regalo,5,May,5,19,19,1,2,0,0,1,9,35000.0,1,transferencia,confirmado,0.0,1.0,1,1,35000,whatsapp,individual,337,0.0,35000.0,0.206557,0.224359,0.0,0.649485,0.0,0.0,0.5,0.035714,0.206557,2,2,4,0,1,2
276,24,113,PED-20240510-276,2025-05-10,11:00:00,entregado,44000,whatsapp,Con tarjeta feliz cumpleaños,5,May,5,19,19,1,2,0,0,1,11,44000.0,1,transferencia,pendiente,1.0,1.0,3,2,44000,whatsapp,empresa,364,0.0,14666.67,0.265574,0.282051,0.0,0.230241,0.2,0.333333,1.0,1.0,0.265574,2,2,4,1,0,2
277,1,113,PED-20240510-277,2025-05-10,07:30:00,entregado,43000,whatsapp,Entregar en portería,5,May,5,19,19,1,2,0,0,1,7,43000.0,1,transferencia,confirmado,0.0,1.0,2,2,43000,whatsapp,individual,360,0.0,21500.0,0.259016,0.275641,0.0,0.371134,0.1,0.333333,0.0,0.857143,0.259016,2,2,4,0,1,2
278,23,113,PED-20240510-278,2025-05-10,11:00:00,entregado,56000,whatsapp,Para regalo,5,May,5,19,19,1,2,0,0,1,11,56000.0,1,transferencia,pendiente,1.0,1.0,2,1,56000,whatsapp,empresa,355,0.0,28000.0,0.344262,0.358974,0.0,0.505155,0.1,0.0,1.0,0.678571,0.344262,2,2,4,1,0,2
279,17,113,PED-20240510-279,2025-05-10,11:30:00,entregado,66000,whatsapp,,5,May,5,19,19,1,2,0,0,1,11,66000.0,1,transferencia,confirmado,0.0,1.0,2,1,66000,whatsapp,individual,338,0.0,33000.0,0.409836,0.423077,0.0,0.608247,0.1,0.0,1.0,0.071429,0.409836,2,2,4,0,1,2
280,16,114,PED-20240511-280,2025-05-11,08:00:00,entregado,28500,whatsapp,Para regalo,5,May,6,19,19,1,2,1,0,1,8,28500.0,1,nequi,confirmado,0.0,1.0,4,2,28500,otro,individual,355,0.0,7125.0,0.163934,0.182692,0.0,0.074742,0.3,0.333333,0.25,0.678571,0.163934,2,2,3,0,1,0
281,16,114,PED-20240511-281,2025-05-11,11:00:00,entregado,84000,whatsapp,,5,May,6,19,19,1,2,1,0,1,11,84000.0,1,nequi,confirmado,0.0,1.0,3,1,84000,otro,individual,355,0.0,28000.0,0.527869,0.538462,0.0,0.505155,0.2,0.0,1.0,0.678571,0.527869,2,2,3,0,1,0
282,17,114,PED-20240511-282,2025-05-11,08:00:00,entregado,28000,whatsapp,Con tarjeta feliz cumpleaños,5,May,6,19,19,1,2,1,0,1,8,28000.0,1,daviplata,confirmado,0.0,1.0,1,1,28000,whatsapp,individual,338,0.0,28000.0,0.160656,0.179487,0.0,0.505155,0.0,0.0,0.25,0.071429,0.160656,2,2,0,0,1,2
283,7,114,PED-20240511-283,2025-05-11,10:30:00,entregado,28000,whatsapp,,5,May,6,19,19,1,2,1,0,1,10,28000.0,1,efectivo,confirmado,0.0,0.0,1,1,28000,otro,individual,350,0.0,28000.0,0.160656,0.179487,0.0,0.505155,0.0,0.0,0.75,0.5,0.160656,2,2,2,0,1,0
284,10,114,PED-20240511-284,2025-05-11,08:30:00,desconocido,24500,whatsapp,Pago contra entrega,5,May,6,19,19,1,2,1,0,0,8,24500.0,1,nequi,confirmado,0.0,1.0,3,2,24500,whatsapp,individual,345,0.0,8166.67,0.137705,0.157051,0.0,0.09622,0.2,0.333333,0.25,0.321429,0.137705,1,2,3,0,1,2
285,12,114,PED-20240511-285,2025-05-11,09:00:00,entregado,3500,whatsapp,Llamar antes,5,May,6,19,19,1,2,1,0,1,9,3500.0,1,transferencia,confirmado,0.0,1.0,1,1,3500,whatsapp,individual,353,0.0,3500.0,0.0,0.022436,0.0,0.0,0.0,0.0,0.5,0.607143,0.0,2,2,4,0,1,2
286,12,114,PED-20240511-286,2025-05-11,11:30:00,entregado,32500,whatsapp,,5,May,6,19,19,1,2,1,0,1,11,32500.0,1,daviplata,confirmado,0.0,1.0,2,2,32500,whatsapp,individual,353,0.0,16250.0,0.190164,0.208333,0.0,0.262887,0.1,0.333333,1.0,0.607143,0.190164,2,2,0,0,1,2
287,8,114,PED-20240511-287,2025-05-11,09:30:00,entregado,156000,manual,Llamar antes,5,May,6,19,19,1,2,1,0,1,9,156000.0,1,daviplata,confirmado,0.0,1.0,3,1,156000,presencial,individual,345,0.0,52000.0,1.0,1.0,0.0,1.0,0.2,0.0,0.5,0.321429,1.0,2,0,0,0,1,1
288,11,114,PED-20240511-288,2025-05-11,09:30:00,entregado,120000,whatsapp,Para regalo,5,May,6,19,19,1,2,1,0,1,9,120000.0,1,transferencia,pendiente,1.0,1.0,3,1,120000,whatsapp,individual,336,0.0,40000.0,0.763934,0.769231,0.0,0.752577,0.2,0.0,0.5,0.0,0.763934,2,2,4,1,1,2
289,15,114,PED-20240511-289,2025-05-11,07:00:00,entregado,35500,whatsapp,Para regalo,5,May,6,19,19,1,2,1,0,1,7,35500.0,1,transferencia,confirmado,0.0,1.0,6,3,35500,whatsapp,individual,337,0.0,5916.67,0.209836,0.227564,0.0,0.049828,0.5,0.666667,0.0,0.035714,0.209836,2,2,4,0,1,2
290,25,114,PED-20240511-290,2025-05-11,07:30:00,entregado,70000,manual,Para regalo,5,May,6,19,19,1,2,1,0,1,7,70000.0,1,nequi,confirmado,0.0,1.0,2,1,70000,whatsapp,empresa,343,0.0,35000.0,0.436066,0.448718,0.0,0.649485,0.1,0.0,0.0,0.25,0.436066,2,0,3,0,0,2
291,6,114,PED-20240511-291,2025-05-11,11:30:00,entregado,18000,whatsapp,Llamar antes,5,May,6,19,19,1,2,1,0,1,11,18000.0,1,nequi,confirmado,0.0,1.0,2,1,18000,presencial,individual,358,0.0,9000.0,0.095082,0.115385,0.0,0.113402,0.1,0.0,1.0,0.785714,0.095082,2,2,3,0,1,1
292,24,115,PED-20240512-292,2025-05-12,11:00:00,entregado,52000,whatsapp,,5,May,0,20,20,0,2,0,0,1,11,52000.0,1,efectivo,confirmado,0.0,0.0,2,1,52000,whatsapp,empresa,364,0.0,26000.0,0.318033,0.333333,0.0,0.463918,0.1,0.0,1.0,1.0,0.318033,2,2,2,0,0,2
293,23,115,PED-20240512-293,2025-05-12,11:30:00,entregado,84000,whatsapp,Entregar en portería,5,May,0,20,20,0,2,0,0,1,11,84000.0,1,transferencia,confirmado,0.0,1.0,3,1,84000,whatsapp,empresa,355,0.0,28000.0,0.527869,0.538462,0.0,0.505155,0.2,0.0,1.0,0.678571,0.527869,2,2,4,0,0,2
294,17,115,PED-20240512-294,2025-05-12,09:00:00,entregado,78000,whatsapp,Con tarjeta feliz cumpleaños,5,May,0,20,20,0,2,0,0,1,9,78000.0,1,transferencia,confirmado,0.0,1.0,3,1,78000,whatsapp,individual,338,0.0,26000.0,0.488525,0.5,0.0,0.463918,0.2,0.0,0.5,0.071429,0.488525,2,2,4,0,1,2
295,9,115,PED-20240512-295,2025-05-12,09:30:00,entregado,52000,manual,Entregar en portería,5,May,0,20,20,0,2,0,0,1,9,52000.0,1,nequi,confirmado,0.0,1.0,2,1,52000,whatsapp,individual,349,0.0,26000.0,0.318033,0.333333,0.0,0.463918,0.1,0.0,0.5,0.464286,0.318033,2,0,3,0,1,2
